processed_utterance,processed_tags,intent,category
know check money back policy,b,check_refund_policy,REFUND
assistance check long refund take,b,check_refund_policy,REFUND
need check money back policy,b,check_refund_policy,REFUND
got check long refund usually take,b,check_refund_policy,REFUND
help check refund policy,b,check_refund_policy,REFUND
need assistance checking refund policy,b,check_refund_policy,REFUND
want check case ask money back,b,check_refund_policy,REFUND
help check case ask refund,b,check_refund_policy,REFUND
could check long refund usually take,bip,check_refund_policy,REFUND
check money back policy,bi,check_refund_policy,REFUND
would like check case ask refund,bp,check_refund_policy,REFUND
would like check long refund usually take,bp,check_refund_policy,REFUND
show case ask money back,bi,check_refund_policy,REFUND
could help check refund policy,bip,check_refund_policy,REFUND
want check long refund take,b,check_refund_policy,REFUND
assistance checking refund policy,b,check_refund_policy,REFUND
could show case ask refunded,bip,check_refund_policy,REFUND
need check money back policy,bi,check_refund_policy,REFUND
help checking long refund take,b,check_refund_policy,REFUND
help check case ask money back,b,check_refund_policy,REFUND
help check case ask refund,b,check_refund_policy,REFUND
try check refund policy,b,check_refund_policy,REFUND
assistance checking long refund usually take,b,check_refund_policy,REFUND
show case ask refund,b,check_refund_policy,REFUND
could help check money back policy,bip,check_refund_policy,REFUND
know could check money back policy,bep,check_refund_policy,REFUND
help check refund policy,b,check_refund_policy,REFUND
know check money back policy,,check_refund_policy,REFUND
show circumstance ask money back,b,check_refund_policy,REFUND
could help check long refund take,bip,check_refund_policy,REFUND
know check refund policy,b,check_refund_policy,REFUND
would possible check refund policy,bip,check_refund_policy,REFUND
try check case ask refunded,b,check_refund_policy,REFUND
would possible check long refund take,bip,check_refund_policy,REFUND
help check case ask refund,b,check_refund_policy,REFUND
circumstance ask refund,bi,check_refund_policy,REFUND
want assistance checking long refund take,b,check_refund_policy,REFUND
help check case ask money back,b,check_refund_policy,REFUND
show case ask refund,bi,check_refund_policy,REFUND
assistance check long refund usually take,b,check_refund_policy,REFUND
want help checking refund policy,b,check_refund_policy,REFUND
want help check money back policy,b,check_refund_policy,REFUND
could check long refund take,bip,check_refund_policy,REFUND
check money back policy,,check_refund_policy,REFUND
got check case ask refund,b,check_refund_policy,REFUND
service charge refundable,bi,check_refund_policy,REFUND
know could check refund policy,bep,check_refund_policy,REFUND
could check money back policy,bip,check_refund_policy,REFUND
possible check long refund take,bi,check_refund_policy,REFUND
help check long refund usually take,b,check_refund_policy,REFUND
long refund take,bi,check_refund_policy,REFUND
want assistance check refund policy,b,check_refund_policy,REFUND
need help check refund policy,b,check_refund_policy,REFUND
want help check refund policy,b,check_refund_policy,REFUND
know check refund policy,b,check_refund_policy,REFUND
check refund policy,b,check_refund_policy,REFUND
check money back policy,bi,check_refund_policy,REFUND
help check circumstance ask refund,b,check_refund_policy,REFUND
circumstance ask refunded,bi,check_refund_policy,REFUND
want assistance check long refund usually take,b,check_refund_policy,REFUND
help check case ask refund,b,check_refund_policy,REFUND
could help checking money back policy,bip,check_refund_policy,REFUND
need check case ask money back,b,check_refund_policy,REFUND
know check refund policy,b,check_refund_policy,REFUND
check money back policy,b,check_refund_policy,REFUND
check long refund usually take,b,check_refund_policy,REFUND
show money back policy,bip,check_refund_policy,REFUND
check money back policy,bk,check_refund_policy,REFUND
entitled refund according policy,bi,check_refund_policy,REFUND
help checking money back policy,b,check_refund_policy,REFUND
want help check case ask refunded,b,check_refund_policy,REFUND
trying check case ask refunded,b,check_refund_policy,REFUND
check case ask refunded,bi,check_refund_policy,REFUND
check case ask refunded,b,check_refund_policy,REFUND
need help checking money back policy,b,check_refund_policy,REFUND
check case ask refund,b,check_refund_policy,REFUND
help check case ask refund,bi,check_refund_policy,REFUND
help check long refund take,bi,check_refund_policy,REFUND
help checking money back policy,b,check_refund_policy,REFUND
could help checking refund policy,bip,check_refund_policy,REFUND
know check money back policy,b,check_refund_policy,REFUND
need assistance checking long refund usually take,b,check_refund_policy,REFUND
show case ask refunded,bi,check_refund_policy,REFUND
help checking money back policy,bi,check_refund_policy,REFUND
help check case ask money back,b,check_refund_policy,REFUND
want check case ask refund,b,check_refund_policy,REFUND
know check refund policy,,check_refund_policy,REFUND
check money back policy,bi,check_refund_policy,REFUND
trying check case ask refund,b,check_refund_policy,REFUND
would like check long refund take,bp,check_refund_policy,REFUND
help check refund policy,b,check_refund_policy,REFUND
know check refund policy,b,check_refund_policy,REFUND
need help checking refund policy,b,check_refund_policy,REFUND
check case ask refund,b,check_refund_policy,REFUND
help checking case ask refund,b,check_refund_policy,REFUND
case ask refund,bi,check_refund_policy,REFUND
show long refund take,bi,check_refund_policy,REFUND
show money back policy,b,check_refund_policy,REFUND
would possible check money back policy,bip,check_refund_policy,REFUND
need help checking case ask refund,b,check_refund_policy,REFUND
need check refund policy,bi,check_refund_policy,REFUND
help checking refund policy,bi,check_refund_policy,REFUND
show long refund usually take,b,check_refund_policy,REFUND
check case ask refund,bi,check_refund_policy,REFUND
want help checking case ask refunded,b,check_refund_policy,REFUND
need assistance check long refund take,b,check_refund_policy,REFUND
know check money back policy,,check_refund_policy,REFUND
could check case ask refund,bip,check_refund_policy,REFUND
check case ask refund,b,check_refund_policy,REFUND
know check refund policy,,check_refund_policy,REFUND
help check circumstance ask refund,b,check_refund_policy,REFUND
help checking refund policy,b,check_refund_policy,REFUND
want help checking case ask refund,b,check_refund_policy,REFUND
show refund policy,bip,check_refund_policy,REFUND
check money back policy,bi,check_refund_policy,REFUND
try file complaint company,bl,complaint,FEEDBACK
canyou help file reclamation,bilz,complaint,FEEDBACK
call file complaint ur business,bq,complaint,FEEDBACK
help file customer claim organization,blz,complaint,FEEDBACK
know file complaint business,,complaint,FEEDBACK
lodge complaint organization,bkl,complaint,FEEDBACK
make claim,bilq,complaint,FEEDBACK
tgry lodge customer claim company,blz,complaint,FEEDBACK
trying lodge reclamation,blqz,complaint,FEEDBACK
try file claim organization,bl,complaint,FEEDBACK
file complaint business,bi,complaint,FEEDBACK
trying lodge claim,bl,complaint,FEEDBACK
file complaint,bi,complaint,FEEDBACK
file complaint business,bi,complaint,FEEDBACK
make consumer reclamation organization,bil,complaint,FEEDBACK
need make complaint,bilq,complaint,FEEDBACK
lodging customer claim ur organization,blq,complaint,FEEDBACK
file complaint,bk,complaint,FEEDBACK
help filing complaint,bi,complaint,FEEDBACK
help file complaint business,b,complaint,FEEDBACK
need file customer claim ur organization,blq,complaint,FEEDBACK
try file complaint business,b,complaint,FEEDBACK
could help filing complaint,bip,complaint,FEEDBACK
could file reclamation,bilpq,complaint,FEEDBACK
help file customer claim,bil,complaint,FEEDBACK
help make claim company,bl,complaint,FEEDBACK
help file complaint,b,complaint,FEEDBACK
need file complaint,bi,complaint,FEEDBACK
try file complaint ur organization,blq,complaint,FEEDBACK
trying make complaint ur organization,blq,complaint,FEEDBACK
dont know file customer reclamation,blq,complaint,FEEDBACK
happy ur work wan na lodge customer claim,bcelq,complaint,FEEDBACK
help make customer claim organization,bl,complaint,FEEDBACK
assistance file complaint,b,complaint,FEEDBACK
call lodge consumer reclamation company,bl,complaint,FEEDBACK
make customer complaint business,bilz,complaint,FEEDBACK
want helo make claim ur company,blqz,complaint,FEEDBACK
filing complaint business,b,complaint,FEEDBACK
help lodging complaint organization,bl,complaint,FEEDBACK
help lodge customer complaint,bl,complaint,FEEDBACK
need file complaint,b,complaint,FEEDBACK
ya help lodge complaint ur business,bilq,complaint,FEEDBACK
want file complaint business,b,complaint,FEEDBACK
got file complaint,b,complaint,FEEDBACK
need lodge customer reclamation,bilq,complaint,FEEDBACK
filing customer claim ur company,blq,complaint,FEEDBACK
know file complaint,,complaint,FEEDBACK
need assistance making fucking consumer reclamation,blqw,complaint,FEEDBACK
want assistance file reclamation,blq,complaint,FEEDBACK
help file complaint,b,complaint,FEEDBACK
help file customer claim ur business,blq,complaint,FEEDBACK
want help file complaint,b,complaint,FEEDBACK
happy ur service file customer reclamation,bcelq,complaint,FEEDBACK
unhappy ur work assistance filing bloody claim,bclqw,complaint,FEEDBACK
complaint,b,complaint,FEEDBACK
file complaint business,bi,complaint,FEEDBACK
help filing complaint business,b,complaint,FEEDBACK
know file complaint,,complaint,FEEDBACK
could file complaint,bip,complaint,FEEDBACK
filing complaint,b,complaint,FEEDBACK
make claim ur business,bilqz,complaint,FEEDBACK
need assistance filing complaint,b,complaint,FEEDBACK
filing consumer reclamation company,bl,complaint,FEEDBACK
know make customer claim,bl,complaint,FEEDBACK
need help file consumer complaint,bl,complaint,FEEDBACK
help lodge complaint,bilz,complaint,FEEDBACK
need help filing complaint ur company,blq,complaint,FEEDBACK
help file complaint business,b,complaint,FEEDBACK
